확인날짜,플랫폼,순위,작품명,작가명,론칭일,지표종류,지표값,키워드,URL
2026-09-12,카카오페이지,1,깨알 부부,하윤미,2026-09-09,뷰수,"173,809",#현대로맨스 #오해물 #시월드 #짝사랑 #첫사랑 #재벌남 #카리스마남 #후회남 #오빠 #기억상실 #사이다남 #선배 #평범녀 #상처녀 #짝사랑녀,https://page.kakao.com/content/70397358
2026-09-12,카카오페이지,2,대통령 집안의 액받이 며느리였습니다,최서하,2026-09-11,뷰수,"83,216",#걸크러쉬 #로맨틱코미디 #순정남 #상처녀 #운명 #복수물,https://page.kakao.com/content/70357033
2026-09-12,카카오페이지,3,전교 1등이 회귀를 숨김,유지민,2024-11-29,뷰수,"12,946,046",#학원물 #회귀물 #첫사랑 #까칠남 #능글남 #순정남 #후회남 #직진남 #평범녀 #철벽녀 #삼각관계 #로맨틱코미디,https://page.kakao.com/content/65530797
2026-09-12,카카오페이지,4,탑 아이돌 삼촌이 넷이나 생김,해강,2026-01-16,뷰수,"13,753,071",#육아물 #회귀물 #운명 #다정남 #까칠남 #츤데레남 #힐링물 #드라마 #연예계물,https://page.kakao.com/content/68283715
2026-09-12,카카오페이지,5,오빠 친구는 남자가 아니었는데,허이령,2026-09-07,뷰수,"185,354",#현대로맨스 #소유욕/독점욕 #오빠 #능력남 #재벌남 #계략남 #능력녀 #상처녀 #외유내강 #달달물,https://page.kakao.com/content/70248520
2026-09-12,카카오페이지,6,무명 여배우인데 모두 날 알아,크트밀,2024-12-30,뷰수,"21,214,744",#현대로맨스 #캠퍼스물 #연예계물 #회귀물 #운명 #능력녀 #걸크러쉬 #외유내강 #소유욕/독점욕 #능력남 #경쟁구도 #라이벌/앙숙 #드라마,https://page.kakao.com/content/65721646
2026-09-12,카카오페이지,7,이번 생엔 남편 말고 오스카상이요,이그나르,2026-04-30,뷰수,"5,007,742",#현대로맨스 #연예계물 #회귀물 #천재 #연하남 #능력남 #존댓말남 #능력녀 #상처녀 #드라마,https://page.kakao.com/content/69113551
2026-09-12,카카오페이지,8,오빠 친구의 불순한 과외,예주하,2026-08-30,뷰수,"554,716",#현대로맨스 #동거물 #오빠 #다정남 #츤데레남 #유혹남 #재벌남 #능력남 #절륜남 #순정녀 #직진녀 #달달물 #로맨틱코미디,https://page.kakao.com/content/70324023
2026-09-12,카카오페이지,9,반파부군태총아,미단개화,2026-09-10,뷰수,"35,355",#동양풍 #빙의물 #차원이동 #운명 #까칠남 #능력남 #능력녀 #애교녀 #엉뚱발랄녀 #로맨틱코미디 #달달물 #권선징악 #개그물,https://page.kakao.com/content/70524310
2026-09-12,카카오페이지,10,고대렵호적양가일상,"금일불상조,박혜형",2026-09-10,뷰수,"42,673",#해외로맨스 #동양풍 #다정녀 #힐링물,https://page.kakao.com/content/70410644
2026-09-12,카카오페이지,11,백호 가문의 아기 솜뭉치,꿀끼,2024-12-07,뷰수,"29,114,740",#로맨스판타지 #동양풍 #육아물 #수인물 #힐링물 #성장물 #능력녀 #다정남 #순정남 #능력남 #가족후회물 #권선징악,https://page.kakao.com/content/65575525
2026-09-12,카카오페이지,12,광고천재 조선시대에 떨어지다,단홍,2026-09-05,뷰수,"158,177",#전문직물 #타임슬립 #퓨전사극,https://page.kakao.com/content/70332128
2026-09-12,카카오페이지,13,의술 명가 시한부 막내딸은 천재 의원,빅노아,2026-08-28,뷰수,"428,541",#동양풍 #육아물 #회귀물 #성장물 #다정남 #대형견남 #직진남 #능력녀 #외유내강 #치유물 #권선징악 #냉정남 #전문직물 #까칠남 #복수물,https://page.kakao.com/content/69943182
2026-09-12,카카오페이지,14,남편의 플러팅,송라현,2026-09-08,뷰수,"62,691",#현대로맨스 #시월드 #후회남 #차도남 #외유내강 #사이다녀 #애교녀 #계략남,https://page.kakao.com/content/70436261
2026-09-12,카카오페이지,15,미친 전무님의 애착 변호사,진하리,2026-08-12,뷰수,"640,467",#오해물 #복수물 #원나잇 #재벌남 #사이다남 #계략남 #능글남 #유혹남 #오만남 #카리스마남 #능력녀 #상처녀 #전문직물 #로맨틱코미디 #달달물,https://page.kakao.com/content/70142886
2026-09-12,리디북스,1,인투 더 섀도우(Into the shadow),이분홍,2026-09-03,별점(리뷰수),"4.8(1,110)",#현대물 #실존역사물 #서양풍 #나이차커플 #복수 #정략결혼 #상처남 #동정남 #다정남 #절륜남 #순진녀 #카리스마남 #왕족/귀족 #조직/암흑가 #선결혼후연애 #소유욕/독점욕/질투 #뇌섹남 #능력남 #사이다남 #직진녀 #다정녀 #유혹녀 #짝사랑녀 #외유내강 #힐링물 #성장물 #별점1000개이상 #1만원~2만원 #리뷰1000개이상 #10%할인 #평점4점이상 #단행본 #이분홍 #블랙엔,https://ridibooks.com/books/5721000635
2026-09-12,리디북스,2,슈가 트릭,한이림,2026-09-07,별점(리뷰수),4.5(409),#현대물 #나이차커플 #복수 #사내연애 #절륜남 #계략남 #순진녀 #상처녀 #능글남 #조직/암흑가 #경찰/형사/수사관 #소유욕/독점욕/질투 #능력남 #집착남 #냉정남 #오만남 #직진녀 #별점100개이상 #5000~1만원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #한이림 #SOME,https://ridibooks.com/books/5919000293
2026-09-12,리디북스,3,두근두근 플래닛,백민아,2025-02-01,별점(리뷰수),"4.5(1,304)",#현대물 #캠퍼스물 #로맨틱코미디 #순정남 #동정남 #상처녀 #달달물 #짝사랑남 #순진남 #대형견남 #짝사랑녀 #동정녀 #외유내강 #별점1000개이상 #1만원~2만원 #리뷰500개이상 #10%할인 #평점4점이상 #단행본 #백민아 #나인,https://ridibooks.com/books/5654000184
2026-09-12,리디북스,4,뱉은 껌 다시 씹기,한태양,2026-09-05,별점(리뷰수),4.2(230),#현대물 #친구>연인 #나쁜남자 #후회남 #절륜남 #능글남 #재벌남 #소유욕/독점욕/질투 #집착남 #오만남 #평범녀 #다정녀 #짝사랑녀 #순정녀 #동정녀 #별점100개이상 #5000~1만원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #한태양 #이브,https://ridibooks.com/books/3049084401
2026-09-12,리디북스,5,고백 공격은 신중하게,민해라,2026-09-02,별점(리뷰수),4.3(276),#현대물 #캠퍼스물 #로맨틱코미디 #동정남 #순진녀 #재벌남 #라이벌/앙숙 #비밀연애 #뇌섹남 #능력남 #집착남 #오만남 #철벽녀 #동정녀 #무심녀 #별점100개이상 #3000~5000원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #민해라 #에이블,https://ridibooks.com/books/3049083853
2026-09-12,리디북스,6,정숙한 하숙 생활,또다른,2026-09-10,별점(리뷰수),4.6(234),#현대물 #나이차커플 #로맨틱코미디 #첫사랑 #다정남 #달달물 #비밀연애 #뇌섹남 #철벽남 #직진녀 #다정녀 #애교녀 #유혹녀 #짝사랑녀 #순정녀 #동정녀 #엉뚱녀 #쾌활발랄녀 #성장물 #별점100개이상 #5000~1만원 #10%할인 #평점4점이상 #리뷰100개이상 #단행본 #또다른 #프롬텐,https://ridibooks.com/books/3302058768
