확인날짜,플랫폼,순위,작품명,작가명,론칭일,지표종류,지표값,키워드,URL
2026-08-05,리디북스,11,더티 너티 러브,도민아,2024-10-18,별점(리뷰수),"4.4(1,588)",,https://ridibooks.com/books/3302051433
2026-08-05,리디북스,12,사내 반려식물 관리 지침서,이해낸,2024-10-18,별점(리뷰수),4.4(973),,https://ridibooks.com/books/3075002983
2026-08-05,리디북스,13,개차반의 순정,임진,2024-10-18,별점(리뷰수),4.0(85),,https://ridibooks.com/books/3885049134
2026-08-05,리디북스,14,산삼보다 더 귀한 신랑을 캤습니다,예하본,2024-10-18,별점(리뷰수),"4.6(1,749)",,https://ridibooks.com/books/3885046951
2026-08-05,리디북스,15,다운 더 래빗 홀,TIP,2023-07-06,별점(리뷰수),4.6(311),,https://ridibooks.com/books/3075001647
2026-08-05,네이버시리즈,1,남편이 사랑에 빠졌다 [독점],성소작,2026-08-04,다운로드수,4.1만,#NOVEL #로맨스,https://series.naver.com/novel/detail.series?productNo=14527106
2026-08-05,네이버시리즈,2,크리티컬 플러팅 [독점],임여리,2026-05-30,다운로드수,91.1만,#NOVEL #로맨스 #직진남 #능글남 #철벽녀 #재벌 #권선징악,https://series.naver.com/novel/detail.series?productNo=14206564
2026-08-05,네이버시리즈,3,교수님 아이가 아니에요 [독점],배사비,2026-07-27,다운로드수,34.5만,#NOVEL #로맨스 #전문직로맨스 #베이비메신저 #메디컬 #재회물 #후회남,https://series.naver.com/novel/detail.series?productNo=14470119
2026-08-05,네이버시리즈,4,길사,carbo(도효원),2024-07-15,다운로드수,59만,#NOVEL #로맨스,https://series.naver.com/novel/detail.series?productNo=11332265
2026-08-05,네이버시리즈,5,버릇 나쁜 오빠 [독점][삽화본],갓녀,,다운로드수,,,https://series.naver.com/novel/detail.series?productNo=14506678
2026-08-05,네이버시리즈,6,어린 아내와 나쁜 짓 [독점],이리와,2024-11-20,다운로드수,666.1만,#NOVEL #로맨스 #계약관계 #순정남 #나이차커플 #상처녀 #소유욕/집착,https://series.naver.com/novel/detail.series?productNo=11852343
2026-08-05,네이버시리즈,7,미친 사랑 끝에 [외전 선공개],리나리아L,2023-02-15,다운로드수,430.9만,#NOVEL #로맨스 #계략남 #소유욕/집착 #상처녀 #재벌 #오피스로맨스,https://series.naver.com/novel/detail.series?productNo=9380466
2026-08-05,네이버시리즈,8,상냥한 비밀 [독점],호애,2026-07-07,다운로드수,53.3만,#NOVEL #로맨스 #순정남 #상처녀 #첫사랑 #친구에서연인 #강한여주,https://series.naver.com/novel/detail.series?productNo=14379387
2026-08-05,네이버시리즈,9,내 비서의 임신 [독점],진하리,2026-07-04,다운로드수,39.5만,#NOVEL #로맨스 #직진남 #상처녀 #소유욕/집착 #오피스로맨스 #비서물,https://series.naver.com/novel/detail.series?productNo=14374409
2026-08-05,네이버시리즈,10,"나야, 당신 남편",달고나,2026-03-04,다운로드수,41.1만,#NOVEL #로맨스,https://series.naver.com/novel/detail.series?productNo=13764475
2026-08-05,네이버시리즈,11,그 개는 뭅니다 [독점],박약초,2026-07-30,다운로드수,22.6만,#NOVEL #로맨스 #오피스로맨스 #재벌 #폭스남 #다정녀 #소유욕/집착,https://series.naver.com/novel/detail.series?productNo=14469623
2026-08-05,네이버시리즈,12,남사친의 취향 [삽화본][독점],벚꽃그리고,,다운로드수,,,https://series.naver.com/novel/detail.series?productNo=14190439
2026-08-05,네이버시리즈,13,못된 집착 [선공개],재인,2022-06-01,다운로드수,202.4만,#NOVEL #로맨스 #계약관계 #상처녀 #몸정>맘정 #후회남 #소유욕/집착,https://series.naver.com/novel/detail.series?productNo=8508592
2026-08-05,네이버시리즈,14,결혼은 복수다 [독점],닥터냐냐,2026-07-11,다운로드수,31만,#NOVEL #로맨스 #복수물 #재벌 #계략녀 #능력남 #귀환물,https://series.naver.com/novel/detail.series?productNo=14386761
2026-08-05,네이버시리즈,15,아무도 모르게 [독점],태소영,2024-02-08,다운로드수,229.2만,#NOVEL #로맨스 #상처녀 #재벌 #강한여주 #순정남,https://series.naver.com/novel/detail.series?productNo=10713966
