확인날짜,플랫폼,순위,작품명,작가명,론칭일,지표종류,지표값,키워드,URL
2026-09-23,카카오페이지,1,무명 여배우인데 모두 날 알아,크트밀,2024-12-30,뷰수,"22,594,108",#현대로맨스 #캠퍼스물 #연예계물 #회귀물 #운명 #능력녀 #걸크러쉬 #외유내강 #소유욕/독점욕 #능력남 #경쟁구도 #라이벌/앙숙 #드라마,https://page.kakao.com/content/65721646
2026-09-23,카카오페이지,2,히어로에게 먹힌 빌런 [19세 완전판][외전 독점],시나몬,2023-06-24,뷰수,"328,235",#현대로맨스 #로맨스판타지 #로맨틱코미디 #까칠남 #카리스마남 #절륜남 #오만남 #츤데레남 #까칠녀 #엉뚱발랄녀 #소유욕/독점욕 #라이벌/앙숙 #배틀연애,https://page.kakao.com/content/62075732
2026-09-23,카카오페이지,3,너의 윙맨에게 [19세 완전판],건어물녀,2024-09-12,뷰수,"5,394,932",#현대로맨스 #전문직물 #캠퍼스물 #운명 #성장물 #군대물 #능력녀 #철벽녀 #걸크러쉬 #로맨틱코미디 #능글남 #계략남 #까칠남 #치유물,https://page.kakao.com/content/65015393
2026-09-23,카카오페이지,4,몰락서녀생존기,람글,2026-09-13,뷰수,"1,358,451",#동양풍 #궁정로맨스 #타임슬립 #복수물 #암투물 #다정남 #카리스마남 #상처남 #철벽남 #능력녀 #자상녀 #외유내강 #뇌섹녀 #드라마 #권선징악,https://page.kakao.com/content/70354512
2026-09-23,카카오페이지,5,러브 캠프,뽕시꽁시,2026-09-21,뷰수,"114,602",#현대로맨스 #재회물 #첫사랑 #삼각관계 #소유욕/독점욕 #능력남 #직진남 #계략남 #후회남 #다정녀 #상처녀 #철벽녀,https://page.kakao.com/content/70253102
2026-09-23,카카오페이지,6,탑 아이돌 삼촌이 넷이나 생김,해강,2026-01-16,뷰수,"14,144,890",#육아물 #회귀물 #운명 #다정남 #까칠남 #츤데레남 #힐링물 #드라마 #연예계물,https://page.kakao.com/content/68283715
2026-09-23,카카오페이지,7,너의 윙맨에게,건어물녀,2024-09-12,뷰수,"1,387,591",#현대로맨스 #운명 #전문직물 #캠퍼스물 #군대물 #능글남 #까칠남 #계략남 #능력녀 #철벽녀 #걸크러쉬 #로맨틱코미디 #치유물 #성장물,https://page.kakao.com/content/65015396
2026-09-23,카카오페이지,8,어린 아내가 생겼다 [19세 완전판],랑새,2026-09-19,뷰수,"133,306",#현대로맨스 #정략결혼 #나이차커플 #첫사랑 #무심남 #재벌남 #능력남 #다정남 #애교녀 #직진녀 #순정녀 #상처녀 #외유내강 #로맨틱코미디 #권선징악,https://page.kakao.com/content/70313185
2026-09-23,카카오페이지,9,어린 아내가 생겼다,랑새,2026-09-19,뷰수,"131,274",#현대로맨스 #정략결혼 #나이차커플 #첫사랑 #무심남 #재벌남 #능력남 #다정남 #애교녀 #직진녀 #순정녀 #상처녀 #외유내강 #로맨틱코미디 #권선징악,https://page.kakao.com/content/70313452
2026-09-23,카카오페이지,10,남들이 피난 갈 때 나는 개간한다,"귤향습인,안이든",2026-09-18,뷰수,"156,473",#해외로맨스 #동양풍 #능력녀 #빙의물,https://page.kakao.com/content/70762262
